source_path,model_name,max_input_length,max_output_length,batch_size,budget_tested,total_tokens_per_sec,input_tokens_per_sec,output_tokens_per_sec,cost_per_hour,dollar_per_million_token,total_runtime_hours,total_cost,pipeline_stages,device_type,pp,mem_per_gpu_gb,placement,layer_mapping,tp_per_stage,num_gpus,total_layers,is_best,status
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,32,14.76,81.44,0.00,81.44,14.76,50.345054,3.41,50.35,5,"g5.12xlarge#0,g5.12xlarge#1,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#0:2}, PP_3:{g5.12xlarge#0:2}, PP_4:{g5.12xlarge#1:2}, PP_5:{g6e.4xlarge#1:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,32,17.71,81.44,0.00,81.44,17.12,58.394805,3.41,58.39,5,"g6e.24xlarge#0,g6e.4xlarge#3",5,"{PP_1:48.0, PP_2:48.0, PP_3:48.0, PP_4:48.0, PP_5:48.0}","{PP_1:{g6e.4xlarge#3:1}, PP_2:{g6e.24xlarge#0:1}, PP_3:{g6e.24xlarge#0:1}, PP_4:{g6e.24xlarge#0:1}, PP_5:{g6e.24xlarge#0:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:1, PP_2:1, PP_3:1, PP_4:1, PP_5:1}",5,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,32,393.22,81.44,0.00,81.44,17.23,58.770005,3.41,58.77,5,"g5.12xlarge#1,g5.24xlarge#2,g6e.4xlarge#0",5,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#1:2}, PP_3:{g6e.4xlarge#0:1}, PP_4:{g5.24xlarge#2:2}, PP_5:{g5.24xlarge#2:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,32,196.61,81.44,0.00,81.44,17.23,58.770005,3.41,58.77,5,"g5.12xlarge#1,g5.24xlarge#0,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#1:2}, PP_3:{g5.24xlarge#0:2}, PP_4:{g5.24xlarge#0:2}, PP_5:{g6e.4xlarge#1:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,32,22.14,81.44,0.00,81.44,17.23,58.770005,3.41,58.77,5,"g5.12xlarge#0,g5.24xlarge#2,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.12xlarge#0:2}, PP_2:{g5.12xlarge#0:2}, PP_3:{g6e.4xlarge#1:1}, PP_4:{g5.24xlarge#2:2}, PP_5:{g5.24xlarge#2:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,64,17.71,182.16,0.00,182.16,14.76,22.508238,1.52,22.51,5,"g5.12xlarge#2,g5.12xlarge#3,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.12xlarge#3:2}, PP_2:{g5.12xlarge#2:2}, PP_3:{g5.12xlarge#2:2}, PP_4:{g5.12xlarge#3:2}, PP_5:{g6e.4xlarge#1:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,64,22.14,182.16,0.00,182.16,14.76,22.508238,1.52,22.51,5,"g5.12xlarge#2,g5.12xlarge#3,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.12xlarge#3:2}, PP_2:{g5.12xlarge#2:2}, PP_3:{g5.12xlarge#2:2}, PP_4:{g5.12xlarge#3:2}, PP_5:{g6e.4xlarge#1:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,64,196.61,182.16,0.00,182.16,14.76,22.508238,1.52,22.51,5,"g5.12xlarge#2,g5.12xlarge#3,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.12xlarge#3:2}, PP_2:{g5.12xlarge#2:2}, PP_3:{g5.12xlarge#2:2}, PP_4:{g5.12xlarge#3:2}, PP_5:{g6e.4xlarge#1:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,64,393.22,182.16,0.00,182.16,14.76,22.508238,1.52,22.51,5,"g5.12xlarge#2,g5.12xlarge#3,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.12xlarge#3:2}, PP_2:{g5.12xlarge#2:2}, PP_3:{g5.12xlarge#2:2}, PP_4:{g5.12xlarge#3:2}, PP_5:{g6e.4xlarge#1:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in1024-out1024-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,1024,1024,64,14.76,182.16,0.00,182.16,14.76,22.508238,1.52,22.51,5,"g5.12xlarge#2,g5.12xlarge#3,g6e.4xlarge#3",5,"{PP_1:48.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g6e.4xlarge#3:1}, PP_2:{g5.12xlarge#2:2}, PP_3:{g5.12xlarge#3:2}, PP_4:{g5.12xlarge#3:2}, PP_5:{g5.12xlarge#2:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:1, PP_2:2, PP_3:2, PP_4:2, PP_5:2}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,32,33.06,73.71,0.00,73.71,33.06,124.595162,3.77,124.60,5,"g5.12xlarge#3,g6e.48xlarge#3",5,"{PP_1:48.0, PP_2:48.0, PP_3:48.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g6e.48xlarge#3:2}, PP_2:{g6e.48xlarge#3:2}, PP_3:{g6e.48xlarge#3:2}, PP_4:{g5.12xlarge#3:4}, PP_5:{g6e.48xlarge#3:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:4, PP_5:2}",12,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,32,39.67,75.06,0.00,75.06,38.25,141.548054,3.70,141.55,5,"g5.12xlarge#3,g5.48xlarge#1,g5.48xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.48xlarge#3:4}, PP_2:{g5.48xlarge#1:4}, PP_3:{g5.12xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#1:4}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,32,49.59,75.06,0.00,75.06,38.25,141.548054,3.70,141.55,5,"g5.12xlarge#3,g5.48xlarge#1,g5.48xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.48xlarge#3:4}, PP_2:{g5.48xlarge#1:4}, PP_3:{g5.12xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#1:4}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,32,196.61,75.06,0.00,75.06,38.25,141.548054,3.70,141.55,5,"g5.12xlarge#3,g5.48xlarge#1,g5.48xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.48xlarge#3:4}, PP_2:{g5.48xlarge#1:4}, PP_3:{g5.12xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#1:4}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,32,393.22,75.06,0.00,75.06,38.25,141.548054,3.70,141.55,5,"g5.12xlarge#3,g5.48xlarge#1,g5.48xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.48xlarge#3:4}, PP_2:{g5.48xlarge#1:4}, PP_3:{g5.12xlarge#3:4}, PP_4:{g5.48xlarge#3:4}, PP_5:{g5.48xlarge#1:4}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:4, PP_2:4, PP_3:4, PP_4:4, PP_5:4}",20,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,64,65.59,288.00,0.00,288.00,57.25,55.217216,0.96,55.22,2,"g5.48xlarge#2,p4de.24xlarge#0",2,"{PP_1:80.0, PP_2:24.0}","{PP_1:{p4de.24xlarge#0:8}, PP_2:{g5.48xlarge#2:8}}","{PP_1:1-64, PP_2:65-80}","{PP_1:8, PP_2:8}",16,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,64,81.99,357.98,0.00,357.98,72.17,56.001312,0.78,56.00,2,"p3dn.24xlarge#0,p4de.24xlarge#0",2,"{PP_1:80.0, PP_2:32.0}","{PP_1:{p4de.24xlarge#0:8}, PP_2:{p3dn.24xlarge#0:8}}","{PP_1:1-64, PP_2:65-80}","{PP_1:8, PP_2:8}",16,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,64,196.61,357.98,0.00,357.98,72.17,56.001312,0.78,56.00,2,"p3dn.24xlarge#0,p4de.24xlarge#0",2,"{PP_1:80.0, PP_2:32.0}","{PP_1:{p4de.24xlarge#0:8}, PP_2:{p3dn.24xlarge#0:8}}","{PP_1:1-64, PP_2:65-80}","{PP_1:8, PP_2:8}",16,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,64,393.22,357.98,0.00,357.98,72.17,56.001312,0.78,56.00,2,"p3dn.24xlarge#0,p4de.24xlarge#0",2,"{PP_1:80.0, PP_2:32.0}","{PP_1:{p4de.24xlarge#0:8}, PP_2:{p3dn.24xlarge#0:8}}","{PP_1:1-64, PP_2:65-80}","{PP_1:8, PP_2:8}",16,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in16384-out16384-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,16384,16384,64,54.66,212.97,0.00,212.97,54.66,71.294630,1.30,71.29,5,"g6e.24xlarge#3,p4de.24xlarge#0",5,"{PP_1:80.0, PP_2:80.0, PP_3:80.0, PP_4:48.0, PP_5:80.0}","{PP_1:{p4de.24xlarge#0:2}, PP_2:{p4de.24xlarge#0:2}, PP_3:{p4de.24xlarge#0:2}, PP_4:{g6e.24xlarge#3:4}, PP_5:{p4de.24xlarge#0:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:4, PP_5:2}",12,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,32,14.76,75.92,0.00,75.92,14.76,54.005472,3.66,54.01,5,"g5.12xlarge#0,g5.12xlarge#1,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#0:2}, PP_3:{g5.12xlarge#0:2}, PP_4:{g5.12xlarge#1:2}, PP_5:{g6e.4xlarge#1:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,32,393.22,75.92,0.00,75.92,17.12,62.640494,3.66,62.64,5,"g6e.24xlarge#0,g6e.4xlarge#2",5,"{PP_1:48.0, PP_2:48.0, PP_3:48.0, PP_4:48.0, PP_5:48.0}","{PP_1:{g6e.24xlarge#0:1}, PP_2:{g6e.24xlarge#0:1}, PP_3:{g6e.4xlarge#2:1}, PP_4:{g6e.24xlarge#0:1}, PP_5:{g6e.24xlarge#0:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:1, PP_2:1, PP_3:1, PP_4:1, PP_5:1}",5,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,32,17.71,75.92,0.00,75.92,17.23,63.042973,3.66,63.04,5,"g5.12xlarge#3,g5.24xlarge#2,g6e.4xlarge#1",5,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.12xlarge#3:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#1:1}, PP_4:{g5.24xlarge#2:2}, PP_5:{g5.24xlarge#2:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,32,196.61,75.92,0.00,75.92,19.71,72.117064,3.66,72.12,5,"g5.48xlarge#2,g6e.4xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:24.0, PP_5:48.0}","{PP_1:{g5.48xlarge#2:2}, PP_2:{g5.48xlarge#2:2}, PP_3:{g5.48xlarge#2:2}, PP_4:{g5.48xlarge#2:2}, PP_5:{g6e.4xlarge#3:1}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:2, PP_5:1}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs32_32-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,32,22.14,75.92,0.00,75.92,19.71,72.117064,3.66,72.12,5,"g5.48xlarge#2,g6e.4xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:24.0, PP_4:48.0, PP_5:24.0}","{PP_1:{g5.48xlarge#2:2}, PP_2:{g5.48xlarge#2:2}, PP_3:{g5.48xlarge#2:2}, PP_4:{g6e.4xlarge#3:1}, PP_5:{g5.48xlarge#2:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:2, PP_4:1, PP_5:2}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,64,14.76,160.42,0.00,160.42,14.76,25.558587,1.73,25.56,5,"g5.12xlarge#1,g5.12xlarge#3,g6e.4xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#3:1}, PP_4:{g5.12xlarge#1:2}, PP_5:{g5.12xlarge#3:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,64,17.71,160.42,0.00,160.42,14.76,25.558587,1.73,25.56,5,"g5.12xlarge#1,g5.12xlarge#3,g6e.4xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#3:1}, PP_4:{g5.12xlarge#1:2}, PP_5:{g5.12xlarge#3:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,64,22.14,160.42,0.00,160.42,14.76,25.558587,1.73,25.56,5,"g5.12xlarge#1,g5.12xlarge#3,g6e.4xlarge#3",5,"{PP_1:24.0, PP_2:24.0, PP_3:48.0, PP_4:24.0, PP_5:24.0}","{PP_1:{g5.12xlarge#1:2}, PP_2:{g5.12xlarge#3:2}, PP_3:{g6e.4xlarge#3:1}, PP_4:{g5.12xlarge#1:2}, PP_5:{g5.12xlarge#3:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:2, PP_2:2, PP_3:1, PP_4:2, PP_5:2}",9,80,YES,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,64,196.61,192.50,0.00,192.50,34.63,49.971424,1.44,49.97,3,"g6e.4xlarge#0,p3dn.24xlarge#2",3,"{PP_1:48.0, PP_2:32.0, PP_3:32.0}","{PP_1:{g6e.4xlarge#0:1}, PP_2:{p3dn.24xlarge#2:4}, PP_3:{p3dn.24xlarge#2:4}}","{PP_1:1-16, PP_2:17-48, PP_3:49-80}","{PP_1:1, PP_2:4, PP_3:4}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in2048-out2048-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,2048,2048,64,393.22,192.50,0.00,192.50,34.63,49.971424,1.44,49.97,3,"g6e.4xlarge#0,p3dn.24xlarge#2",3,"{PP_1:48.0, PP_2:32.0, PP_3:32.0}","{PP_1:{g6e.4xlarge#0:1}, PP_2:{p3dn.24xlarge#2:4}, PP_3:{p3dn.24xlarge#2:4}}","{PP_1:1-16, PP_2:17-48, PP_3:49-80}","{PP_1:1, PP_2:4, PP_3:4}",9,80,NO,SUCCESS
large-decode/method_enumeration-wrk_decode-in4096-out4096-bs64_64-20260124_163326/solution_summary.csv,llama3-70b-decode,4096,4096,64,33.06,243.24,0.00,243.24,33.06,37.753911,1.14,37.75,5,"g5.12xlarge#1,g6e.48xlarge#2",5,"{PP_1:24.0, PP_2:48.0, PP_3:48.0, PP_4:48.0, PP_5:48.0}","{PP_1:{g5.12xlarge#1:4}, PP_2:{g6e.48xlarge#2:2}, PP_3:{g6e.48xlarge#2:2}, PP_4:{g6e.48xlarge#2:2}, PP_5:{g6e.48xlarge#2:2}}","{PP_1:1-16, PP_2:17-32, PP_3:33-48, PP_4:49-64, PP_5:65-80}","{PP_1:4, PP_2:2, PP_3:2, PP_4:2, PP_5:2}",12,80,YES,SUCCESS
